title,grade,element,way
♥[신혼밥상] 소시지양배추덮밥,초급, 양배추 1/4통# 후랑크 소시지 3~4개# 대파 1대# 달걀 3개# 후춧가루 적당히# 올리브유 적당히# 참기름 1티스푼# 통깨 적당히# 밥 2인분# 굴소스 1숟가락# 진간장 2큰술# 설탕 1숟가락# 맛술 2큰술#,"양배추(大기준 )1/4통을 채썰어주세요.식당 냉면그릇 기준 꽉 1그릇 기준입니다.#후랑크 소시지를 썰어주세요.#굴소스 1 숟가락, 진간장 2큰술, 설탕 1숟가락, 맛술 2큰술을 넣고 양념장을 만들어주세요.#달걀 3~4개를 풀어주세요.#대파도 썰어서 넣어주세요.#후춧가루 살짝만 톡톡톡 해주세요.아이 밥이라면 후추 생략!#올리브유를 충분히 둘러준 뒤 중약불에서 양배추가 투명해 질때까지 볶아주세요.너무 오래 볶으면 양배추의 아삭함이 사라져요.#물기 촉촉 양배추 숨이 죽었을 때 양념장을 붓고 달달 볶아주세요.#약불에서 달걀물을 빙빙 둘러주세요.달걀을 오래 익히면 퍽퍽할 수 있음!#참기름 톡~ 통깨 팍팍! , 뜨거운 밥 위에 양배추볶음 듬뿍 올려 슥슥!, 든든 한그릇요리 완성입니다.#"
초간단 5분반찬!아삭아삭 '고추쌈장무침',아무나, 오이고추 6-7개# 쌈장 1T# 고춧가루 1/2T# 올리고당 1T# 참기름 1T# 다진마늘 1/2T# 깨 1T#,"먼저 오이고추를 깨끗이 씻어 물기를 제거합니다. 매콤한것 좋아하시면 청양고추도 몇개 섞어주셔도 되요#깨끗이 씻은 고추는 먹기 좋은 사이즈로 썰어줍니다.#쌈장 1스푼에 고춧가루1/2,깨1,올리고당1,참기름1,다진마늘1/2를 넣고 잘 섞어줘요.T:성인숟가락 기준, 모든 양념은 깍아서 #썰어놓은 고추에 양념을 넣고 조물조물 잘 섞어주시면 끝입니다^0^양념은 한번에 다 넣지 마시고 조금씩 넣어가며 기호에 맞게 간을 맞쳐 주세요#초간단 5분반찬!아삭아삭 '고추쌈장무침'완성입니다.#한개 먹어보니 아삭아삭 씹히는 고추의 식감에 양념이 어우려져 참 맛있어요. 만들기 쉽고 입맛 돋구는 반찬으로 추천해요^^#"
"피자, 치킨에 너무 잘어울리는 '화이트어니언'",아무나, 양파 3/4개# 양파 1/4개# 마요네즈 6t# 식초 2t# 설탕 2t# 소금 2꼬집# 후추 톡톡#,"양파의 동그란 부분을 얇게 썰어 주세요!#찬물에 담궈 매운기를 없에 줍니다대략 5~10분 정도#그 사이 양파 1/4개를 블렌더에 넣기 좋은 크기로 잘라주고#블렌더에 양파를 넣고 마요네즈, 식초, 설탕, 소금, 후추를 넣어 주세요#곱게 잘 갈아줍니다~#다 갈아지면 소스그릇에 담아주고~미리 만들어 냉장고에 넣어놓고 시원하게 먹으면 더 맛있더라구요!ㅎㅎ#양파에 물기를 빼 준 후#그릇에 담아 주고~#그 위에 소스를 부어주세요! 파슬리 톡톡 뿌려주면 멋스러운 사이드 디쉬 완성!#"
청포묵무침 간단하게 아이들 반찬으로 최고,아무나, 청포묵 320g# 대파 잎 조금# 김가루 조금# 맛소금 1/2작은스푼# 들기름 1스푼# 통깨 1스푼#,"시중에 파는 청포묵팩 320g, 을 준비하세요#세로로 반으로 자르고 가로로 다시반으로 갈라서 3등분으로 , 길게 자르시고요 다시 깍두기모양으로 6등분 해주세요#냄비에 물을 끓여주시고요 , 물이 펄펄 끓는상태에서 잘라놓은 청포묵을 넣어주세요#1~2분 정도로 데쳐내시면 두부처럼 하얗던게 없어지고 , 맑고 투명하게 색이 나오면, 다 된거예요#채반에 건져내시고 찬물에 열기를 빼세요 , 물기를 빼주세요, *저는 채반에 바로 그냥 붓고, 물을 틀어서 바로 위에 뿌려서 열기를 빼주었어요, 이러면 덜부셔지더라고요ㅎ#청포묵에 물기가 빠지는 동안, 대파의 초록잎 부분으로 , 조금만 잘게 썰어주세요#조미김 한팩을 뜯어서 위생봉투에 넣고 부셔주세요, 김가루가 있으시면 그걸 넣어주셔도 되요, 청포묵에 다진파를 넣고, 김가루를 넣어주세요#통깨는 갈아서 한스푼을 넣어주시고요, 맛소금 작은반스푼을 넣어주세요, 간장으로 간을 해주셔도 되세요#들기름은 한스푼/참기름은, 반스푼만 넣어주세요#손으로 아기다루듯이 살살 아래위로 섞어주세요#몰랑몰랑 하면서도 맛있는, 아이들이 좋아하는 청포묵무침, 완성입니다#"
스팸 돈부리덮밥!반찬이 필요없는 초간단 한그릇 요리,아무나, 스팸(小) 1캔# 양파 1개# 계란 2개# 대파 약간# 간장 4T# 설탕 2T# 물 2/3컵(종이컵)#,"먼저 스팸은 스틱모양으로 썰어 뜨거운 물에 살짝 데쳐 줍니다#데친 스팸은 아무것도 두르지 않은채 달궈진 팬에 구워 줍니다.#대파는 쫑쫑 썰어주시고 양파는 얇게 채 썰어 주세요양파가 너무 크면 1/2개만 사용하세요#간장4스푼,설탕2스푼,물 2/3컵(종이컵)을 잘 섞어주세요. 설탕이 충분히 녹게 잘 섞어주셔요혹시 평소 달달한것 싫어하심 설탕양은 줄여 주세요#계란2개를 깨서 계란물을 만들어 줍니다.#냄비에 양파와 간장소스를 넣고 끓여 주다가 양파가 투명해지면 스팸을 위에 올려 줍니다.#국물이 조금 자작해졌다 싶을때 계란물을 빙 둘러 주세요. 이때 마구 젓지 마시고 자연스럽게 두시면 되요. 마지막으로 대파를 솔솔 뿌려주신 뒤 완성되면 밥위에 올려주시면 끝!#반찬 필요없는 초간단 한그릇 요리 스팸돈부리덮밥 완성입니다.슥슥 비벼 한숟가락 먹어보니 부드러운 계란과 양파에 짭쪼름한 스팸이 만나 참 맛있네요#"
초간단 아이반찬 오징어간장조림 ,,,
아이밑반찬으로 좋아요,초급, 작은오징어 1마리# 청양고추나꽈리고추 1개# 간장 3T# 맛술 0.5T# 다진마늘 1t티스푼# 생강가루 1번톡톡# 설탕 0.5T# 올리고당 1T# 참기름 1t티스푼# 통깨 톡톡# 물 6T# 후추 톡톡#,"통깨와참기름빼고위의분량대로 양념장을만들어주세요 양념장이 끓어오르면#오징어를 넣어주세요(오징어는깨끗히 씻어서 먹기좋은 크기로잘라 미리준비해주세요)#청양고추나꽈리고추한개넣고 중불로졸여주세요(아이가맵다싶으면청양고추대신꽈리고추로넣어주세요, 청양고추한개정도넣으면약간매콤하면서 아이가먹을수는있겠더라구요 ~~^^)#마지막으로참기름과 통깨톡톡뿌려주믄완성이예요, 오징어를 두마리이상할때는위의양념은그대로하시고 양념장양을 , 입맛에따라조절하세요~~~^^#아이반찬 오징어간장조림 완성~~#"
달콤한 양파속에 꼭꼭 숨은 닭가슴살,초급, 닭가슴살 50g# 달걀 3개# 양파 2개# 각종자투리 야채 100g# 소금 약간#,"양파는 껍질을 벗겨 손질해 , 링 모양을 살려 썰어줍니다.남은 양파도 다져서 넣을꺼예요.#각종 자투리 채소들을 잘게 다져주세요.편식하는 재료들을 꼭꼭 숨기기 좋아요.#단백질도 중요하니까, 닭가슴살도 다져서 넣어주시구요~#달걀 3개를 넣고,, 소금으로 약간 간을 해줍니다., 잘 섞어 주세요~#기름 두른 팬에 링으로 썰어둔 양파를 올리고 , 숟가락으로 달걀물을 한수저씩 떠 넣어줍니다.#뒤집을때는 뒤집개 두개를 이용해 , 살살 뒤집어 주세요.#속까지 골고루 익혀주세요.#"
팽이버섯 베이컨 볶음,아무나, 팽이버섯 1줌# 베이컨 2줄# 대파 1/4대# 식용유 약간# 버터 1조각# 굴소스 1큰술#,팽이버섯은 밑둥을 잘라내고 몇줄기씩 뜯어 주세요#베이컨은 채썰어 주세요.대파도 채 썰어 주세요#팬에 식용유를 두르고 대파를 넣고볶다가(1~2분 정도)#베이컨을 넣고 볶아주세요(1~2분 정도)#버터를 넣고#굴소스를 넣고#팽이버섯을 넣고 재빨리 볶아주세요.(1~2분 정도)#완성접시에 담아주세요.#
미니 새송이버섯 조림,아무나, 미니새송이버섯 1봉지# 통마늘 1줌# 양파 1개# 청양고추 1/2개# 간장 2큰술# 굴소스 1큰술# 요리당 2큰술# 물 4큰술# 참기름 1큰술# 통깨 약간#,미니 새송이 버섯 한봉지 뜯어서 물에 한번 씻어냈어요.#큼지막한것들은 반으로 잘라줍니다.#통마늘 한줌은 편으로 썰어서 준비합니다.#양파 1개도 썰어서 준비합니다.#분량의 양념장을 섞어서 만듭니다.#웍에 식용유 1큰술 두르고 편마늘 넣어 볶아준다음 양파도 넣어 볶아줍니다.#그리고 미니 새송이 버섯도 넣고 들들 볶아줍니다.#그런 다음 양념장 모두 넣어 줍니다.#이제 양념장이 졸아들때까지 중불로 끓여주면 됩니다.#중불로 계속 졸이다가 청양고추 반개도 썰어서 넣어줍니다.아이들과 같이 먹을꺼라 고추는 조금만 넣었는데요. 매운거 좋아하심 입맛에 맞게 넣어주시면 될거 같아요~#15~20분 정도 졸이면 국물이 걸쭉해지면 불을 꺼줍니다.#마지막에 참기름 1큰술과 통깨뿌려주면 미니 새송이 조림 완성입니다~#
매콤하게 즐기는 새우당면 덮밥,초급, 불린 당면 1줌(150g 정도)# 새우 20마리# 양파 1/2개# 대파 1/2대# 다진마늘 1큰술# 고추기름 1큰술# 참기름 1큰술# 멸치다시마물 1/2컵# 설탕 1/2큰술# 고추장 1큰술# 굴소스 1큰술# 맛술 2큰술# 후추 약간#,당면은 미지근한 물에 20~30분 정도 불려준비하세요.#양념재료는 미리 섞어서 준비하세요.#팬이 달궈지기 전에 고추기름과 다진마늘을 넣고 향을 내며 볶아주세요.#팬이 달궈지면 새우와 양파를 넣고 볶아주세요.#새우가 익으면 당면과 파를 넣고 당면이 투명하게 익을 때까지 볶아주세요. 당면이 너무 길면 먹기가 불편하니깐 정당히 잘라 넣으면 좋아요.#양념을 붓고 잘섞은 다음 바글바글 끓여 잘어우러지면 참기름을 둘러 섞은 다음 불을 끄고 밥에 얹어내세요.#
아이반찬-얼갈이들깨무침,아무나, 얼갈이 300g# 소금 1/2큰술# 다진파 1큰술# 들깨가루 2큰술# 다진마늘 1/2큰술# 소금 1작은술# 들기름 1큰술#,"얼갈이의 끝을 잘라주시고, 끓는물에 소금 1/2큰술을 넣고 10초간을 데쳐주신후 찬물에서 깨끗이 씻어주세요#씻어준 얼갈이는 먹기좋은 크기로 잘라주시고 물기를 꼭 짜주신다음 그위에 다진파를 1큰술을 넣어주세요#다진마늘 1/2큰술과 소금 1작은술과 들기름 1큰술을 넣어주세요#잘섞어서 무쳐주세요, *양념들이 데쳐진 얼갈이에 베여들어갈수 있게 힘을 주어 무쳐주세요#잘 무쳐진 얼갈이무침에 들깨가루 2큰술을 넣어주세요#살살 비벼서 무쳐주세요, *4번에서 무쳐보시면 물기가 나와요 들깨가루가 물기를 잡아주어 더욱 맛있어요#아삭하면서도 들깨의 고소함이 살아있는 얼갈이들깨무침이 완성이 되었어요, 아이반찬/저염식단/다이어트식단에 좋은 영양반찬 이네요#"
모닝빵콘치즈 간단간식,아무나, 모닝빵 6개# 옥수수 콘 1컵# 마요네즈 1스푼# 허니 머스터드 1스푼# 후춧가루 약간# 피자치즈 70g#,"볼에 캔 옥수수 1컵을 담고(이때 물기를 빼주세요), 마요네즈 1, 허니 머스터드 1, 후춧가루 약간 넣어 섞어 줍니다.#다시 피자치즈 70g을 넣고 고루 섞어주기#모닝빵 6개를 준비하고, 윗부분을 잘라 속을 파줍니다., 가운데 속을 파는 건 아이들에게 시켜주시면 돼요., 함께 준비하는 간식 ^^, 파낸 속은 자기 입속으로~~~ ㅋㅋㅋ#버무려 놓은 옥수수를 모닝빵 속에 채워 넣어주세요., 그리고 오븐 180도에서 15분 정도 구워 주면 됩니다., 오븐이 없을 경우 전자레인지 사용하심 되는데요., 오븐에 구워주면 빵이 바삭하지만, 전자레인지를 사용하면 바삭함은 없어요.전자레인지,오븐#모닝빵 콘치즈 완성 ^^, 반으로 자르면 옥수수랑 치즈가 사이좋게 딱 붙어서, 쭈~욱 눌어나고 쫀득하니 너무 맛나요#"
두부시금치무침 이 레시피가 제일 맛있네요,아무나, 시금치 1단# 두부 1/2모# 간장 2T# 참기름 1T# 깨소금 1T# 설탕 0.5T# 소금 0.5T#,"두부 반모는 칼등으로 잘게 으깨어준다.#참기름 1T, 간장 2T, 깨소금 1T, 설탕 0.5T 를 넣고 양념을 만들어 준다., - 부족한 간은 마지막에 소금으로 맞춰주세요 (소금 0.5t)#팬에 으깬 두부를 넣고 만들어진 양념 1/2 분량을 부어 준 뒤 수분이 날아갈 때 쯤 꺼내어 볼에 담아둔다., - 꿀tip. 두부의 물기는 키친타올로 어느정도 제거할 수 는 있지만 시간이 지나면 물이 생기므로 맛이 없어지는데요. 팬에 한번 볶아주시면 금방 무친 것 처럼 간도 잘 유지되고 보송하게 드실 수 있어요.#시금치는 지저분한 잎을 떼어낸 뒤 흐르는 물에 깨끗하게 씻어 준다., - 시금치를 삶고 남은 물은 된장찌개 육수로 사용해도 감칠맛이 참 좋으니 시금치에 잔여물이 남지 않도록 바락바락 깨끗하게 잘 씻어주세요.#깨끗하게 씻은 시금치는 밑둥을 자르고 먹기좋은 크기로 2등분 한다.#끓는 물에 소금 0.5t를 넣어준 뒤 시금치를 넣고 20초간 삶아준다., - 너무 푹 무르게 삶아버리면 영양소 파괴가 많아지니 1분이내로 꺼내어주세요, - 소금을 넣으면 초록빛깔의 예쁜 색감을 유지할 수 있어요#시금치를 삶아낸 물은 버리지 마시구요 육수대신 사용하면 감칠맛이 좋아요. 저는 된장찌개를 만들었답니다 ^^#데친 시금치는 찬물에 헹구어 손으로 물기를 꼭 짠다. 두부가 담긴 볼에 시금치를 넣고 나머지 양념을 다 넣어준 뒤 손으로 조물조물 무쳐준다. 부족한 간은 소금 (0.5t) 를 넣고 마무리한다.#부드럽고 고소하고 담백한 시금치두부무침. 박브라더스가 제일 좋아하는 반찬 중 하나예요. 참기름 냄새 솔솔나는 초록나물을 무치고 있을 때면 옹기종기 모여앉아 호로록~ 다 먹어버리는 효자반찬이랍니다. 맛있게 드세요~#"
오늘 저녁은 채식위주로??? 에어프라이어표 버섯채소구이 ★,초급, 새송이버섯 1개# 양송이버섯 3개# 빨강파프리카 1/2개# 노랑파프리카 1/2개# 양파 1/4개# 가지 1/4개# 애호박 1/4개# 소금 약간# 후추 약간# 올리브오일 5숟가락#,"버섯과 채소는 모두 한입 크기로 썬다.#볼에 버섯, 채소를 담고 소금, 후추, 올리브오일을 뿌려 섞는다.#에어프라이어 바스켓에 섞은 재료를 담고 180도 온도에서 10분간 돌려 완성한다.에어프라이어중간중간 뒤적여주면 고루 익어요,#"
호떡믹스 소세지빵 에어프라이어로 집에서 만드세요,중급, 호떡믹스 270g# 후랑크소시지 6개# 파프리카# 캔옥수수# 모짜렐라치즈# 파슬리가루# 마요네즈# 케찹#,"재료를 준비해요. , 토핑으로 잘게 썬 파프리카와, 캔 옥수수를 준비했어요. , 피망이나 양파를 넣으셔도 좋아요#호떡믹스 한 봉에 이스트를 약간 넣고 가볍게 섞어요#믹스 한 봉에 270g에 미지근한 물을 180ml 넣으라고 쓰여 있지만, 믹스제품마다 차이가 있고, 호떡보다는 약간 됨직하게 반죽을 해주어야 해요. , 물을 조금씩 넣으면서 반죽의 정도를 조절하세요.#주걱으로 젓다가 손으로 치대면서 고루 반죽을 해주세요#반죽이 완성되면#6등분으로 나누어 줍니다. , 6개의 빵이 나오는 거에요#반죽을 소세지 길이로 맞추어 납작하게 펴 주세요#소세지를 가운데 넣고 말아 줍니다.#가위로 아래 부분만 약간 남겨두고 1센치 간격으로 잘라 주세요#자른 부분을 왼쪽, 오른쪽을 번갈아 가면서 펼쳐 주세요#모양을 잘 만들어 줍니다,#캔 옥수수와 파프리카에 마요네즈를 약간 넣고 버무려 주세요#빵 위에 고루 올려 주세요#모짜렐라 치즈를 위에 뿌려 주세요#마요네즈와 케찹을 가늘게 , 뿌려 줍니다. 아이들 약병이나 지퍼백을 작게 구멍내어 짤 주머니를 만드셔도 좋아요.#파슬리 가루 있으시면 뿌려 주세요 (생략 가능 입니다 )#에어프라이어에 종이호일을 깔고 위에 구워야 빵이 달라 붙지 않아요 . , 180도 5분을 먼저 굽고, 온도를 130도로 줄여서 15분을 구워주세요. , 센불에만 오래 구우면 겉은 타고 반죽은 익지 않아요에어프라이어#완성된 호떡믹스 소세지빵이에요. , 에어프라이어와 호떡믹스, 재료만 준비하면 누구든 쉽게 홈베이킹으로 맛있는 소세지빵을 만들 수 있어요.#사 먹는 소세지빵 맛 못지 않게 너무 맛있어요. , 아이도 어른에게도 인기만점이랍니다 ^^ , 아이들과도 맛있게 만들어 보세요, 베이킹 못하는 저도 성공한 호떡믹스 소세지빵이랍니다 ^^#"
